KAIST/TrainData1_7_sub_3	x^{2} + y^{2} \lt 1
KAIST/KME1G3_3_sub_21	A = \sqrt {a + \frac 1 {\sqrt {a + \frac 1 {\sqrt a}}}} + \sqrt b
KAIST/TrainData2_10_sub_15	\left( x^{3} - x^{2} - x \right) \left( 2 x - 7 \right)
KAIST/TrainData2_16_sub_95	\sqrt{1 + \sqrt{2 + \sqrt{3 + \sqrt{4}}}}
KAIST/TrainData2_11_sub_71	\frac{\sin B + \sin C}{\cos B + \cos C}
KAIST/KME1G3_1_sub_21	A = \sqrt {a + \frac 1 {\sqrt {a + \frac 1 {\sqrt a}}}} + \sqrt b
KAIST/TrainData2_22_sub_63	\frac{1}{a} F \left( a x + b \right) + C
KAIST/KME1G3_4_sub_10	\int_a^b \frac {\sqrt x} 2 d x
KAIST/TrainData2_25_sub_39	\sin x - \sin y - \sin \left( x - y \right)
KAIST/KME2G3_11_sub_22	x_x^x + y_y^y + z_z^z - x - y - z
KAIST/TrainData2_7_sub_88	3 0 \times 2 9 x^{2 8}
KAIST/TrainData2_20_sub_15	\left( x^{3} - x^{2} - x \right) \left( 2 x - 7 \right)
KAIST/TrainData2_23_sub_88	3 0 \times 2 9 x^{2 8}
KAIST/TrainData1_4_sub_28	\left( z^{\frac{n}{2}} + y^{\frac{n}{2}} \right) \left( z^{\frac{n}{2}} - y^{\frac{n}{2}} \right) = x
KAIST/KME2G3_16_sub_26	x_1 \times x_2 \times x_3 \times x_4 = X
KAIST/TrainData2_11_sub_9	\sqrt{b^{2} - 4 a c}
KAIST/TrainData2_17_sub_9	\sqrt{b^{2} - 4 a c}
KAIST/TrainData2_8_sub_29	x^{i + 2 j \times k^{3} - 2 \frac{j}{i}}
KAIST/TrainData2_0_sub_51	\lim_{x \rightarrow \frac{\pi}{2} + 0} \tan x = - \infty
KAIST/TrainData2_22_sub_46	\lim_{x \rightarrow - 1} \frac{x^{3} + 1}{x + 1}
KAIST/KME2G3_15_sub_35	\log_2 \frac 1 2 + \log_4 \frac 2 4
KAIST/KME2G3_4_sub_30	\sum_{i = 2 n + 3 m}^{1 0} i x
KAIST/TrainData2_26_sub_29	x^{i + 2 j \times k^{3} - 2 \frac{j}{i}}
KAIST/TrainData2_9_sub_61	\int \left( 2^{x} - 3 e^{x} \right) d x
KAIST/KME2G3_21_sub_35	\log_2 \frac 1 2 + \log_4 \frac 2 4
KAIST/TrainData2_14_sub_13	\frac{\sin \theta + \cos \theta + \tan \theta}{x + y + z}
KAIST/TrainData2_13_sub_17	x_{1} - x_{2} + y_{1} - y_{2} + z_{1} - z_{2}
KAIST/TrainData2_8_sub_11	\sqrt{x - y - z + x^{2} + y^{2} + z^{2}}
KAIST/KME2G3_15_sub_65	[ \frac 2 3 x^{\frac 3 2} ]_0^1
KAIST/KME2G3_1_sub_22	x_x^x + y_y^y + z_z^z - x - y - z
KAIST/TrainData2_7_sub_11	\sqrt{x - y - z + x^{2} + y^{2} + z^{2}}
KAIST/TrainData2_25_sub_43	\frac{2 \tan \alpha}{1 - \tan^{2} \alpha}
KAIST/KME2G3_10_sub_74	\int_{\log 3}^0 \frac 1 {e^t + 1} d t
KAIST/TrainData2_1_sub_63	\frac{1}{a} F \left( a x + b \right) + C
KAIST/KME2G3_9_sub_35	\log_2 \frac 1 2 + \log_4 \frac 2 4
KAIST/TrainData2_9_sub_73	\alpha_{n + 1} - 3 \beta = \frac{2}{3} \alpha_{n} + \beta - 3 \beta
KAIST/KME2G3_21_sub_28	z_1^2 + 1^z - z_2^2 + 2^z
KAIST/TrainData2_10_sub_71	\frac{\sin B + \sin C}{\cos B + \cos C}
KAIST/KME2G3_26_sub_22	x_x^x + y_y^y + z_z^z - x - y - z
KAIST/KME2G3_9_sub_30	\sum_{i = 2 n + 3 m}^{1 0} i x
KAIST/KME2G3_20_sub_22	x_x^x + y_y^y + z_z^z - x - y - z
KAIST/KME2G3_23_sub_35	\log_2 \frac 1 2 + \log_4 \frac 2 4
KAIST/TrainData2_0_sub_17	x_{1} - x_{2} + y_{1} - y_{2} + z_{1} - z_{2}
KAIST/TrainData2_15_sub_41	\frac{\tan \alpha - \tan \beta}{1 + \tan \alpha \tan \beta}
KAIST/TrainData2_1_sub_88	3 0 \times 2 9 x^{2 8}
KAIST/TrainData2_10_sub_29	x^{i + 2 j \times k^{3} - 2 \frac{j}{i}}
KAIST/TrainData2_3_sub_43	\frac{2 \tan \alpha}{1 - \tan^{2} \alpha}
KAIST/TrainData2_13_sub_41	\frac{\tan \alpha - \tan \beta}{1 + \tan \alpha \tan \beta}
KAIST/TrainData2_26_sub_1	x_{1} + x_{2} = x_{3}
KAIST/KME2G3_16_sub_74	\int_{\log 3}^0 \frac 1 {e^t + 1} d t
KAIST/TrainData1_7_sub_9	\sin^{2} \theta + \cos^{2} \theta = 1
KAIST/TrainData2_19_sub_1	x_{1} + x_{2} = x_{3}
KAIST/KME1G3_11_sub_22	\lim_{x \rightarrow \infty} \int_0^x e^{- y^2} d y = \frac {\sqrt \pi} 2
KAIST/KME2G3_9_sub_74	\int_{\log 3}^0 \frac 1 {e^t + 1} d t
KAIST/TrainData2_7_sub_63	\frac{1}{a} F \left( a x + b \right) + C
KAIST/KME2G3_29_sub_95	\sqrt {1 + \sqrt {2 + \sqrt {3 + \sqrt 4}}}
KAIST/KME2G3_28_sub_35	\log_2 \frac 1 2 + \log_4 \frac 2 4
KAIST/KME2G3_10_sub_38	\frac 2 {\frac {3 m - 2 n \times 9^n - 9^m} {2 n - 1}}
KAIST/TrainData1_3_sub_15	F_{n} = F_{n - 1} + F_{n - 2}
KAIST/TrainData2_9_sub_1	x_{1} + x_{2} = x_{3}
KAIST/KME2G3_5_sub_26	x_1 \times x_2 \times x_3 \times x_4 = X
KAIST/TrainData2_23_sub_11	\sqrt{x - y - z + x^{2} + y^{2} + z^{2}}
KAIST/TrainData2_25_sub_51	\lim_{x \rightarrow \frac{\pi}{2} + 0} \tan x = - \infty
KAIST/KME2G3_12_sub_35	\log_2 \frac 1 2 + \log_4 \frac 2 4
KAIST/KME2G3_26_sub_38	\frac 2 {\frac {3 m - 2 n \times 9^n - 9^m} {2 n - 1}}
KAIST/KME2G3_30_sub_95	\sqrt {1 + \sqrt {2 + \sqrt {3 + \sqrt 4}}}
KAIST/TrainData2_20_sub_6	x_{i} - x_{i + 1} + x_{i + 2}
KAIST/TrainData2_12_sub_61	\int \left( 2^{x} - 3 e^{x} \right) d x
KAIST/TrainData1_5_sub_3	x^{2} + y^{2} \lt 1
KAIST/TrainData2_14_sub_95	\sqrt{1 + \sqrt{2 + \sqrt{3 + \sqrt{4}}}}
KAIST/KME2G3_14_sub_30	\sum_{i = 2 n + 3 m}^{1 0} i x
KAIST/KME2G3_29_sub_28	z_1^2 + 1^z - z_2^2 + 2^z
KAIST/TrainData1_3_sub_5	e^{i \pi} + 1 = 0
KAIST/TrainData1_1_sub_3	x^{2} + y^{2} \lt 1
KAIST/TrainData2_18_sub_29	x^{i + 2 j \times k^{3} - 2 \frac{j}{i}}
KAIST/KME2G3_23_sub_81	\pi \int_c^d \{ g ( y ) \}^2 d y
KAIST/KME2G3_2_sub_22	x_x^x + y_y^y + z_z^z - x - y - z
KAIST/TrainData2_5_sub_46	\lim_{x \rightarrow - 1} \frac{x^{3} + 1}{x + 1}
KAIST/TrainData2_6_sub_71	\frac{\sin B + \sin C}{\cos B + \cos C}
KAIST/TrainData2_8_sub_39	\sin x - \sin y - \sin \left( x - y \right)
KAIST/KME2G3_15_sub_26	x_1 \times x_2 \times x_3 \times x_4 = X
KAIST/KME2G3_21_sub_26	x_1 \times x_2 \times x_3 \times x_4 = X
KAIST/KME1G3_9_sub_21	A = \sqrt {a + \frac 1 {\sqrt {a + \frac 1 {\sqrt a}}}} + \sqrt b
KAIST/KME2G3_12_sub_65	[ \frac 2 3 x^{\frac 3 2} ]_0^1
KAIST/TrainData2_25_sub_46	\lim_{x \rightarrow - 1} \frac{x^{3} + 1}{x + 1}
KAIST/KME2G3_5_sub_38	\frac 2 {\frac {3 m - 2 n \times 9^n - 9^m} {2 n - 1}}
KAIST/KME2G3_25_sub_96	[ b^x \{ ( \frac a b )^x + 1 \} ]^{\frac 1 x}
KAIST/TrainData2_9_sub_46	\lim_{x \rightarrow - 1} \frac{x^{3} + 1}{x + 1}
KAIST/TrainData2_11_sub_15	\left( x^{3} - x^{2} - x \right) \left( 2 x - 7 \right)
KAIST/TrainData2_17_sub_29	x^{i + 2 j \times k^{3} - 2 \frac{j}{i}}
KAIST/TrainData2_9_sub_43	\frac{2 \tan \alpha}{1 - \tan^{2} \alpha}
KAIST/TrainData2_10_sub_1	x_{1} + x_{2} = x_{3}
KAIST/TrainData2_21_sub_43	\frac{2 \tan \alpha}{1 - \tan^{2} \alpha}
KAIST/TrainData2_8_sub_46	\lim_{x \rightarrow - 1} \frac{x^{3} + 1}{x + 1}
KAIST/TrainData2_18_sub_98	\lim_{x \rightarrow \frac{1}{4}} \frac{1 - 4^{x - \frac{1}{4}}}{1 - 4 x}
KAIST/KME2G3_12_sub_28	z_1^2 + 1^z - z_2^2 + 2^z
KAIST/KME2G3_28_sub_65	[ \frac 2 3 x^{\frac 3 2} ]_0^1
KAIST/TrainData2_18_sub_88	3 0 \times 2 9 x^{2 8}
KAIST/KME2G3_11_sub_81	\pi \int_c^d \{ g ( y ) \}^2 d y
KAIST/TrainData2_17_sub_41	\frac{\tan \alpha - \tan \beta}{1 + \tan \alpha \tan \beta}
KAIST/KME2G3_24_sub_26	x_1 \times x_2 \times x_3 \times x_4 = X
KAIST/TrainData2_17_sub_51	\lim_{x \rightarrow \frac{\pi}{2} + 0} \tan x = - \infty
KAIST/TrainData2_7_sub_43	\frac{2 \tan \alpha}{1 - \tan^{2} \alpha}
KAIST/TrainData2_5_sub_11	\sqrt{x - y - z + x^{2} + y^{2} + z^{2}}
KAIST/TrainData2_13_sub_1	x_{1} + x_{2} = x_{3}
KAIST/TrainData2_6_sub_63	\frac{1}{a} F \left( a x + b \right) + C
KAIST/TrainData2_16_sub_61	\int \left( 2^{x} - 3 e^{x} \right) d x
KAIST/TrainData2_4_sub_1	x_{1} + x_{2} = x_{3}
KAIST/TrainData2_20_sub_95	\sqrt{1 + \sqrt{2 + \sqrt{3 + \sqrt{4}}}}
KAIST/TrainData2_1_sub_15	\left( x^{3} - x^{2} - x \right) \left( 2 x - 7 \right)
KAIST/TrainData2_10_sub_43	\frac{2 \tan \alpha}{1 - \tan^{2} \alpha}
KAIST/KME1G3_5_sub_21	A = \sqrt {a + \frac 1 {\sqrt {a + \frac 1 {\sqrt a}}}} + \sqrt b
KAIST/KME2G3_10_sub_22	x_x^x + y_y^y + z_z^z - x - y - z
KAIST/TrainData2_24_sub_20	a + b + c + d + e
KAIST/KME2G3_8_sub_35	\log_2 \frac 1 2 + \log_4 \frac 2 4
KAIST/TrainData2_19_sub_51	\lim_{x \rightarrow \frac{\pi}{2} + 0} \tan x = - \infty
KAIST/KME1G3_2_sub_21	A = \sqrt {a + \frac 1 {\sqrt {a + \frac 1 {\sqrt a}}}} + \sqrt b
KAIST/TrainData2_3_sub_95	\sqrt{1 + \sqrt{2 + \sqrt{3 + \sqrt{4}}}}
KAIST/KME2G3_6_sub_22	x_x^x + y_y^y + z_z^z - x - y - z
KAIST/TrainData2_3_sub_39	\sin x - \sin y - \sin \left( x - y \right)
KAIST/TrainData2_15_sub_20	a + b + c + d + e
KAIST/TrainData2_17_sub_63	\frac{1}{a} F \left( a x + b \right) + C
KAIST/TrainData1_5_sub_19	x = \frac{- b \pm \sqrt{b^{2} - 4 a c}}{2 a}
KAIST/TrainData2_9_sub_20	a + b + c + d + e
KAIST/TrainData2_20_sub_71	\frac{\sin B + \sin C}{\cos B + \cos C}
KAIST/TrainData2_3_sub_98	\lim_{x \rightarrow \frac{1}{4}} \frac{1 - 4^{x - \frac{1}{4}}}{1 - 4 x}
KAIST/TrainData2_8_sub_61	\int \left( 2^{x} - 3 e^{x} \right) d x
KAIST/TrainData2_11_sub_61	\int \left( 2^{x} - 3 e^{x} \right) d x
KAIST/TrainData2_18_sub_9	\sqrt{b^{2} - 4 a c}
KAIST/TrainData2_11_sub_46	\lim_{x \rightarrow - 1} \frac{x^{3} + 1}{x + 1}
KAIST/KME2G3_9_sub_95	\sqrt {1 + \sqrt {2 + \sqrt {3 + \sqrt 4}}}
KAIST/TrainData2_11_sub_63	\frac{1}{a} F \left( a x + b \right) + C
KAIST/KME2G3_4_sub_38	\frac 2 {\frac {3 m - 2 n \times 9^n - 9^m} {2 n - 1}}
KAIST/TrainData2_8_sub_13	\frac{\sin \theta + \cos \theta + \tan \theta}{x + y + z}
KAIST/TrainData2_2_sub_41	\frac{\tan \alpha - \tan \beta}{1 + \tan \alpha \tan \beta}
KAIST/TrainData2_15_sub_51	\lim_{x \rightarrow \frac{\pi}{2} + 0} \tan x = - \infty
KAIST/KME2G3_25_sub_35	\log_2 \frac 1 2 + \log_4 \frac 2 4
KAIST/TrainData2_10_sub_95	\sqrt{1 + \sqrt{2 + \sqrt{3 + \sqrt{4}}}}
KAIST/TrainData2_1_sub_43	\frac{2 \tan \alpha}{1 - \tan^{2} \alpha}
KAIST/KME1G3_10_sub_22	\lim_{x \rightarrow \infty} \int_0^x e^{- y^2} d y = \frac {\sqrt \pi} 2
KAIST/TrainData1_1_sub_1	\log_{2} 8 = 3
KAIST/TrainData2_6_sub_17	x_{1} - x_{2} + y_{1} - y_{2} + z_{1} - z_{2}
KAIST/TrainData2_13_sub_46	\lim_{x \rightarrow - 1} \frac{x^{3} + 1}{x + 1}
KAIST/TrainData2_3_sub_11	\sqrt{x - y - z + x^{2} + y^{2} + z^{2}}
KAIST/TrainData2_6_sub_73	\alpha_{n + 1} - 3 \beta = \frac{2}{3} \alpha_{n} + \beta - 3 \beta
KAIST/TrainData1_4_sub_7	\tan z = \frac{\sin z}{\cos z}
KAIST/TrainData2_7_sub_9	\sqrt{b^{2} - 4 a c}
KAIST/KME1G3_6_sub_21	A = \sqrt {a + \frac 1 {\sqrt {a + \frac 1 {\sqrt a}}}} + \sqrt b
KAIST/TrainData2_4_sub_43	\frac{2 \tan \alpha}{1 - \tan^{2} \alpha}
KAIST/TrainData2_9_sub_33	\log_{2} 8 + \log_{3} 9 + \log_{4} 1 6
KAIST/KME2G3_25_sub_81	\pi \int_c^d \{ g ( y ) \}^2 d y
KAIST/KME2G3_5_sub_30	\sum_{i = 2 n + 3 m}^{1 0} i x
KAIST/TrainData2_18_sub_63	\frac{1}{a} F \left( a x + b \right) + C
KAIST/TrainData2_21_sub_15	\left( x^{3} - x^{2} - x \right) \left( 2 x - 7 \right)
KAIST/KME2G3_2_sub_96	[ b^x \{ ( \frac a b )^x + 1 \} ]^{\frac 1 x}
KAIST/KME1G3_0_sub_21	A = \sqrt {a + \frac 1 {\sqrt {a + \frac 1 {\sqrt a}}}} + \sqrt b
KAIST/TrainData2_5_sub_71	\frac{\sin B + \sin C}{\cos B + \cos C}
KAIST/KME2G3_11_sub_28	z_1^2 + 1^z - z_2^2 + 2^z
KAIST/TrainData2_5_sub_29	x^{i + 2 j \times k^{3} - 2 \frac{j}{i}}
KAIST/TrainData2_6_sub_20	a + b + c + d + e
KAIST/TrainData2_18_sub_51	\lim_{x \rightarrow \frac{\pi}{2} + 0} \tan x = - \infty
KAIST/TrainData1_1_sub_15	F_{n} = F_{n - 1} + F_{n - 2}
KAIST/TrainData2_2_sub_88	3 0 \times 2 9 x^{2 8}
KAIST/TrainData1_6_sub_7	\tan z = \frac{\sin z}{\cos z}
KAIST/TrainData2_7_sub_13	\frac{\sin \theta + \cos \theta + \tan \theta}{x + y + z}
KAIST/TrainData2_26_sub_20	a + b + c + d + e
KAIST/TrainData2_12_sub_95	\sqrt{1 + \sqrt{2 + \sqrt{3 + \sqrt{4}}}}
KAIST/TrainData2_16_sub_1	x_{1} + x_{2} = x_{3}
KAIST/KME2G3_26_sub_95	\sqrt {1 + \sqrt {2 + \sqrt {3 + \sqrt 4}}}
KAIST/TrainData2_15_sub_29	x^{i + 2 j \times k^{3} - 2 \frac{j}{i}}
KAIST/TrainData2_13_sub_61	\int \left( 2^{x} - 3 e^{x} \right) d x
KAIST/TrainData2_21_sub_39	\sin x - \sin y - \sin \left( x - y \right)
KAIST/TrainData2_1_sub_51	\lim_{x \rightarrow \frac{\pi}{2} + 0} \tan x = - \infty
KAIST/KME1G3_12_sub_22	\lim_{x \rightarrow \infty} \int_0^x e^{- y^2} d y = \frac {\sqrt \pi} 2
KAIST/TrainData2_2_sub_9	\sqrt{b^{2} - 4 a c}
KAIST/TrainData2_15_sub_33	\log_{2} 8 + \log_{3} 9 + \log_{4} 1 6
KAIST/KME2G3_13_sub_35	\log_2 \frac 1 2 + \log_4 \frac 2 4
KAIST/KME2G3_14_sub_38	\frac 2 {\frac {3 m - 2 n \times 9^n - 9^m} {2 n - 1}}
KAIST/TrainData2_10_sub_73	\alpha_{n + 1} - 3 \beta = \frac{2}{3} \alpha_{n} + \beta - 3 \beta
KAIST/KME2G3_9_sub_38	\frac 2 {\frac {3 m - 2 n \times 9^n - 9^m} {2 n - 1}}
KAIST/TrainData2_19_sub_15	\left( x^{3} - x^{2} - x \right) \left( 2 x - 7 \right)
KAIST/KME2G3_28_sub_74	\int_{\log 3}^0 \frac 1 {e^t + 1} d t
KAIST/KME2G3_13_sub_22	x_x^x + y_y^y + z_z^z - x - y - z
KAIST/TrainData2_18_sub_13	\frac{\sin \theta + \cos \theta + \tan \theta}{x + y + z}
KAIST/TrainData2_22_sub_6	x_{i} - x_{i + 1} + x_{i + 2}
KAIST/TrainData2_2_sub_29	x^{i + 2 j \times k^{3} - 2 \frac{j}{i}}
KAIST/TrainData2_11_sub_39	\sin x - \sin y - \sin \left( x - y \right)
KAIST/TrainData1_3_sub_21	A = \sqrt{a + \frac{1}{\sqrt{a + \frac{1}{\sqrt{a}}}}} + \sqrt{b}
KAIST/KME2G3_8_sub_28	z_1^2 + 1^z - z_2^2 + 2^z
KAIST/TrainData1_8_sub_3	x^{2} + y^{2} \lt 1
KAIST/TrainData1_3_sub_1	\log_{2} 8 = 3
KAIST/KME2G3_14_sub_28	z_1^2 + 1^z - z_2^2 + 2^z
KAIST/TrainData2_24_sub_33	\log_{2} 8 + \log_{3} 9 + \log_{4} 1 6
KAIST/TrainData2_1_sub_61	\int \left( 2^{x} - 3 e^{x} \right) d x
KAIST/KME2G3_0_sub_74	\int_{\log 3}^0 \frac 1 {e^t + 1} d t
KAIST/KME2G3_26_sub_96	[ b^x \{ ( \frac a b )^x + 1 \} ]^{\frac 1 x}
KAIST/KME2G3_30_sub_38	\frac 2 {\frac {3 m - 2 n \times 9^n - 9^m} {2 n - 1}}
KAIST/TrainData2_4_sub_73	\alpha_{n + 1} - 3 \beta = \frac{3}{2} \alpha_{n} + \beta - 3 \beta
KAIST/TrainData2_2_sub_15	\left( x^{3} - x^{2} - x \right) \left( 2 x - 7 \right)
KAIST/TrainData2_17_sub_20	a + b + c + d + e
KAIST/KME2G3_21_sub_30	\sum_{i = 2 n + 3 m}^{1 0} i x
KAIST/KME2G3_28_sub_38	\frac 2 {\frac {3 m - 2 n \times 9^n - 9^m} {2 n - 1}}
KAIST/TrainData2_14_sub_61	\int \left( 2^{x} - 3 e^{x} \right) d x
KAIST/TrainData2_9_sub_29	x^{i + 2 j \times k^{3} - 2 \frac{j}{i}}
KAIST/TrainData2_18_sub_95	\sqrt{1 + \sqrt{2 + \sqrt{3 + \sqrt{4}}}}
KAIST/KME2G3_24_sub_38	\frac 2 {\frac {3 m - 2 n \times 9^n - 9^m} {2 n - 1}}
KAIST/KME2G3_12_sub_74	\int_{\log 3}^0 \frac 1 {e^t + 1} d t
KAIST/TrainData2_5_sub_33	\log_{2} 8 + \log_{3} 9 + \log_{4} 1 6
KAIST/TrainData2_5_sub_61	\int \left( 2^{x} - 3 e^{x} \right) d x
KAIST/KME2G3_5_sub_22	x_x^x + y_y^y + z_z^z - x - y - z
KAIST/TrainData2_26_sub_51	\lim_{x \rightarrow \frac{\pi}{2} + 0} \tan x = - \infty
KAIST/KME2G3_12_sub_30	\sum_{i = 2 n + 3 m}^{1 0} i x
KAIST/KME2G3_12_sub_95	\sqrt {1 + \sqrt {2 + \sqrt {3 + \sqrt 4}}}
KAIST/KME1G3_7_sub_21	A = \sqrt {a + \frac 1 {\sqrt {a + \frac 1 {\sqrt a}}}} + \sqrt b
KAIST/KME2G3_27_sub_22	x_x^x + y_y^y + z_z^z - x - y - z
KAIST/TrainData2_21_sub_33	\log_{2} 8 + \log_{3} 9 + \log_{4} 1 6
KAIST/KME2G3_18_sub_96	[ b^x \{ ( \frac a b )^x + 1 \} ]^{\frac 1 x}
KAIST/KME1G3_10_sub_21	A = \sqrt {a + \frac 1 {\sqrt {a + \frac 1 {\sqrt a}}}} + \sqrt b
KAIST/TrainData2_25_sub_11	\sqrt{x - y - z + x^{2} + y^{2} + z^{2}}
KAIST/KME2G3_26_sub_81	\pi \int_c^d \{ g ( y ) \}^2 d y
KAIST/KME2G3_4_sub_74	\int_{\log 3}^0 \frac 1 {e^t + 1} d t
KAIST/TrainData2_7_sub_41	\frac{\tan \alpha - \tan \beta}{1 + \tan \alpha \tan \beta}
KAIST/TrainData2_9_sub_39	\sin x - \sin y - \sin \left( x - y \right)
KAIST/KME2G3_30_sub_74	\int_{\log 3}^0 \frac 1 {e^t + 1} d t
KAIST/TrainData2_22_sub_98	\lim_{x \rightarrow \frac{1}{4}} \frac{1 - 4^{x - \frac{1}{4}}}{1 - 4 x}
KAIST/TrainData2_17_sub_15	\left( x^{3} - x^{2} - x \right) \left( 2 x - 7 \right)
KAIST/KME2G3_9_sub_26	x_1 \times x_2 \times x_3 \times x_4 = X
KAIST/TrainData2_4_sub_6	x_{i} - x_{i + 1} + x_{i + 2}
KAIST/TrainData2_12_sub_6	x_{i} - x_{i + 1} + x_{i + 2}
KAIST/TrainData2_2_sub_95	\sqrt{1 + \sqrt{2 + \sqrt{3 + \sqrt{4}}}}
KAIST/KME2G3_5_sub_65	[ \frac 2 3 x^{\frac 3 2} ]_0^1
KAIST/KME2G3_0_sub_26	x_1 \times x_2 \times x_3 \times x_4 = X
KAIST/TrainData2_14_sub_73	\alpha_{n + 1} - 3 \beta = \frac{2}{3} \alpha_{n} + \beta - 3 \beta
KAIST/TrainData2_22_sub_51	\lim_{x \rightarrow \frac{\pi}{2} + 0} \tan x = - \infty
KAIST/KME2G3_24_sub_74	\int_{\log 3}^0 \frac 1 {e^t + 1} d t
